time,force,rate
3433.9,60.10370097217543,38566.74757350947
3433.9500000000003,60.10329389694785,38567.38256803976
3434.0,60.10288689384163,38568.01756266819
3434.05,60.10247996283629,38568.652557394744
3434.1000000000004,60.10207310362854,38569.28755221943
3434.15,60.10166631566834,38569.922547142254
3434.2000000000003,60.101259598187994,38570.55754216323
3434.25,60.10085295022636,38571.19253728239
3434.3,60.1004463711503,38571.82753249975
3434.3500000000004,60.100039860316265,38572.46252781533
3434.4,60.09963341692788,38573.09752322914
3434.4500000000003,60.09922704000367,38573.73251874122
3434.5,60.09882072838283,38574.36751435162
3434.55,60.09841448074146,38575.00251006039
3434.6000000000004,60.098008296880565,38575.63750586751
3434.65,60.09760217683118,38576.27250177296
3434.7000000000003,60.097196120476774,38576.907497776745
3434.75,60.09679012745366,38577.542493878864
3434.8,60.096384197677054,38578.17749007931
3434.8500000000004,60.09597833098335,38578.81248637806
3434.9,60.095572526994694,38579.447482775126
3434.9500000000003,60.09516678509686,38580.08247927053
3435.0,60.09476110445359,38580.71747586429
3435.05,60.0943554840302,38581.352472556435
3435.1000000000004,60.09394992261522,38581.98746934703
3435.15,60.09354441883996,38582.62246623611
3435.2000000000003,60.093138971195565,38583.25746322375
3435.25,60.092733578046264,38583.89246031001
3435.3,60.092328237642285,38584.527457494965
3435.3500000000004,60.09192294812967,38585.16245477871
3435.4,60.09151770884981,38585.79745216124
3435.4500000000003,60.091112519426304,38586.432449642576
3435.5,60.09070737937346,38587.06744722273
3435.55,60.090302289525916,38587.70244490166
3435.6000000000004,60.08989725093327,38588.33744267928
3435.65,60.08949226440456,38588.97244055554
3435.7000000000003,60.089087330396495,38589.6074385304
3435.75,60.08868244901929,38590.24243660386
3435.8,60.088277620073086,38590.87743477591
3435.8500000000004,60.08787284308688,38591.51243304655
3435.9,60.08746811735321,38592.147431415804
3435.9500000000003,60.08706344195693,38592.78242988372
3436.0,60.086658815798714,38593.417428450324
3436.05,60.08625423761556,38594.05242711567
3436.1000000000004,60.08584970599734,38594.68742587983
3436.15,60.08544521940136,38595.322424742844
3436.2000000000003,60.08504077616502,38595.957423704815
3436.25,60.08463637451627,38596.59242276581
3436.3,60.084232012583655,38597.227421925905
3436.3500000000004,60.083827688404355,38597.8624211852
3436.4,60.083423399932215,38598.497420543776
