time,força_total,rate
0.0,513.9294739908972,85.86070526009102
0.05,5.624952732045774e-05,90.99999943750473
0.1,0.00022938587100535703,90.99999770614129
0.15000000000000002,0.0005064339983915901,90.99999493566001
0.2,0.000877024648021462,90.99999122975352
0.25,0.0013368581588424665,90.99998663141841
0.30000000000000004,0.0018844356919945477,90.99998115564308
0.35000000000000003,0.002519252105090434,90.99997480747895
0.4,0.0032411187651586143,90.99996758881235
0.45,0.004049939951378816,90.99995950060048
0.5,0.004945642690322557,90.99995054357309
0.55,0.0059281553903030824,90.9999407184461
0.6000000000000001,0.006997401712534084,90.99993002598288
0.65,0.008153299198240605,90.99991846700802
0.7000000000000001,0.00939575937478191,90.99990604240625
0.75,0.010724688296335749,90.99989275311704
0.8,0.012139987176113316,90.99987860012824
0.8500000000000001,0.013641552994930752,90.99986358447005
0.9,0.015229279048988156,90.99984770720951
0.9500000000000001,0.016903055428221844,90.99983096944572
1.0,0.018662769427577015,90.99981337230572
1.05,0.020508305897709907,90.99979491694103
1.1,0.022439547542869035,90.99977560452457
1.1500000000000001,0.024456375173671187,90.99975543624826
1.2000000000000002,0.026558667921855603,90.99973441332078
1.25,0.028746303423255255,90.99971253696577
1.3,0.03101915797432382,90.99968980842026
1.35,0.03337710666671198,90.99966622893334
1.4000000000000001,0.0358200235036414,90.99964179976496
1.4500000000000002,0.038347781501162095,90.999616522185
1.5,0.0409602527768301,90.99959039747223
1.55,0.04365730862788102,90.99956342691372
1.6,0.04643881960058928,90.99953561180399
1.6500000000000001,0.04930465555220683,90.99950695344448
1.7000000000000002,0.052254685706604645,90.99947745314293
1.75,0.0552887787045455,90.99944711221295
1.8,0.05840680264934742,90.9994159319735
1.85,0.061608625148563134,90.99938391374852
1.9000000000000001,0.06489411335219095,90.99935105886648
1.9500000000000002,0.06826313398784914,90.99931736866012
2.0,0.07171555339327014,90.99928284446607
2.0500000000000003,0.07525123754641652,90.99924748762453
2.1,0.07887005209346298,90.99921129947907
2.15,0.0825718623748714,90.99917428137626
2.2,0.08635653344973675,90.9991364346655
2.25,0.09022393011856297,90.99909776069882
2.3000000000000003,0.09417391694460528,90.99905826083055
2.35,0.09820635827389859,90.99901793641726
2.4000000000000004,0.10232111825407722,90.99897678881746
2.45,0.1065180608520764,90.99893481939148
2.5,0.11079704987080319,90.99889202950129
2.5500000000000003,0.11515794896484619,90.99884842051036
2.6,0.11960062165528838,90.99880399378344
2.6500000000000004,0.12412493134368797,90.99875875068656
2.7,0.12873074132527695,90.99871269258675
2.75,0.1334179148014295,90.99866582085198
2.8000000000000003,0.13818631489144623,90.99861813685109
2.85,0.14303580464369892,90.99856964195357
2.9000000000000004,0.14796624704616426,90.99852033752954
2.95,0.15297750503639063,90.99847022494964
3.0,0.15806944164262834,90.99841930558357
3.0500000000000003,0.16324191987602998,90.99836758080124
3.1,0.1684948027201048,90.9983150519728
3.1500000000000004,0.1738279531349672,90.99826172046865
3.2,0.17924123406445394,90.99820758765935
3.25,0.1847345100647402,90.99815265489936
3.3000000000000003,0.19030764639374795,90.99809692353607
3.35,0.19596051060370911,90.99804039489396
3.4000000000000004,0.2016929704165636,90.99798307029583
3.45,0.20750489880594827,90.99792495101194
3.5,0.21339616913697057,90.99786603830863
3.5500000000000003,0.21936665875906955,90.99780633341241
3.6,0.22541624501137503,90.99774583754989
3.6500000000000004,0.23154480936240526,90.99768455190637
3.7,0.23775224182397903,90.99762247758176
3.75,0.24403843531945993,90.99755961564681
3.8000000000000003,0.25040329656940247,90.99749596703431
3.85,0.2568467403618677,90.99743153259638
3.9000000000000004,0.2633686933796066,90.99736631306621
3.95,0.2699690811398381,90.9973003091886
4.0,0.27664785272097653,90.9972335214728
4.05,0.2834049685267012,90.99716595031474
4.1000000000000005,0.29024039080645764,90.99709759609193
4.15,0.2971540965646993,90.99702845903435
4.2,0.30414605886582735,90.99695853941134
4.25,0.31121625933348995,90.99688783740666
4.3,0.31836471797975097,90.9968163528202
4.3500000000000005,0.32559146795866745,90.99674408532042
4.4,0.33289653525083945,90.99667103464749
4.45,0.34027995972585395,90.99659720040275
4.5,0.34774177652589733,90.99652258223475
4.55,0.3552821052378952,90.99644717894762
4.6000000000000005,0.362901114179621,90.9963709888582
4.65,0.3705989682159259,90.99629401031784
4.7,0.37837580293486495,90.99621624197066
4.75,0.3862317192108433,90.9961376828079
4.800000000000001,0.39416683366001987,90.9960583316634
4.8500000000000005,0.40218129108193595,90.99597818708918
4.9,0.4102752266426079,90.99589724773358
4.95,0.4184487550453145,90.99581551244955
5.0,0.42670198230361883,90.99573298017697
5.050000000000001,0.4350349971179383,90.99564965002882
5.1000000000000005,0.44344792507759534,90.99556552074922
5.15,0.4519408894423821,90.99548059110558
5.2,0.46051400871663095,90.99539485991284
5.25,0.4691674130339116,90.99530832586966
5.300000000000001,0.47790121913980543,90.99522098780861
5.3500000000000005,0.4867155255106279,90.99513284474489
5.4,0.4956104458085488,90.99504389554191
5.45,0.5045860850464288,90.99495413914954
5.5,0.5136425323682485,90.99486357467632
5.550000000000001,0.5227798603102879,90.9947722013969
5.6000000000000005,0.5319981531866125,90.99468001846813
5.65,0.5412974879590445,90.99458702512041
5.7,0.55067792784182,90.99449322072158
5.75,0.5601395214826076,90.99439860478518
5.800000000000001,0.5696824024440509,90.99430317597556
5.8500000000000005,0.579306742821817,90.99420693257179
5.9,0.5890127075731812,90.99410987292427
5.95,0.598800431248652,90.99401199568752
6.0,0.6086700135752984,90.99391329986425
6.050000000000001,0.6186215237801146,90.9938137847622
6.1000000000000005,0.628655006654699,90.99371344993345
6.15,0.6387704876496787,90.9936122951235
6.2,0.6489680689993469,90.99351031931
6.25,0.6592478903098473,90.9934075210969
6.300000000000001,0.6696100853049936,90.99330389914695
6.3500000000000005,0.6800547583685372,90.99319945241632
6.4,0.6905819798740986,90.99309418020125
