neuron_id,spike_time
0,2.3500000000999957 ms
0,6.900000000100031 ms
1,3.350000000099992 ms
1,8.700000000100056 ms
2,2.200000000099996 ms
3,2.3500000000999957 ms
3,9.750000000100071 ms
4,2.850000000099994 ms
4,7.200000000100035 ms
5,2.6000000000999948 ms
6,3.2000000000999926 ms
6,8.450000000100053 ms
7,2.4000000000999955 ms
8,3.2000000000999926 ms
9,4.700000000099999 ms
9,9.800000000100072 ms
10,3.0000000000999933 ms
10,10.200000000100077 ms
11,2.850000000099994 ms
11,9.050000000100061 ms
12,2.1000000000999965 ms
13,3.0000000000999933 ms
14,2.4000000000999955 ms
16,3.8000000000999905 ms
17,2.9500000000999935 ms
18,3.650000000099991 ms
19,1.950000000099997 ms
20,3.050000000099993 ms
20,8.900000000100059 ms
21,3.2000000000999926 ms
22,2.850000000099994 ms
24,4.200000000099992 ms
25,3.3000000000999923 ms
26,3.100000000099993 ms
32,2.850000000099994 ms
35,2.9500000000999935 ms
37,2.850000000099994 ms
39,3.2000000000999926 ms
47,3.650000000099991 ms
51,3.050000000099993 ms
52,3.2500000000999925 ms
