time,força_total,rate
0.0,93.0,93.0
0.05,93.0,93.0
0.1,93.0,93.0
0.15000000000000002,93.0,93.0
0.2,92.99999284437992,92.99999284437992
0.25,92.99998905412018,92.99998905412018
0.30000000000000004,92.9999845365935,92.9999845365935
0.35000000000000003,92.99997929734553,92.99997929734553
0.4,92.99997333872629,92.99997333872629
0.45,92.99996666199868,92.99996666199868
0.5,92.99995926806993,92.99995926806993
0.55,92.99995115774523,92.99995115774523
0.6000000000000001,92.99994233181656,92.99994233181656
0.65,92.99993279109326,92.99993279109326
0.7000000000000001,92.99992253641159,92.99992253641159
0.75,92.99991156863635,92.99991156863635
0.8,92.9998998886596,92.9998998886596
0.8500000000000001,92.9998874973984,92.9998874973984
0.9,92.99987439579228,92.99987439579228
0.9500000000000001,92.99986058480079,92.99986058480079
1.0,92.99984606540134,92.99984606540134
1.05,92.99983083858723,92.99983083858723
1.1,92.99981490536592,92.99981490536592
1.1500000000000001,92.9997982667576,92.9997982667576
1.2000000000000002,92.9997809237938,92.9997809237938
1.25,92.99976287751639,92.99976287751639
1.3,92.99974412897652,92.99974412897652
1.35,92.99972467923375,92.99972467923375
1.4000000000000001,92.99970452935537,92.99970452935537
1.4500000000000002,92.99968368041566,92.99968368041566
1.5,92.99966213349532,92.99966213349532
1.55,92.99963988968098,92.99963988968098
1.6,92.9996169500646,92.9996169500646
1.6500000000000001,92.99959331574321,92.99959331574321
1.7000000000000002,92.99956898781834,92.99956898781834
1.75,92.99954396739577,92.99954396739577
1.8,92.99951825558517,92.99951825558517
1.85,92.99949185349976,92.99949185349976
1.9000000000000001,92.99946476225612,92.99946476225612
1.9500000000000002,92.99943698297379,92.99943698297379
2.0,92.99940851677516,92.99940851677516
2.0500000000000003,92.99937936478514,92.99937936478514
2.1,92.99934952813105,92.99934952813105
2.15,92.99931900794229,92.99931900794229
2.2,92.99928780535028,92.99928780535028
2.25,92.99925592148821,92.99925592148821
2.3000000000000003,92.99922335749093,92.99922335749093
2.35,92.99919011449471,92.99919011449471
2.4000000000000004,92.99915619363719,92.99915619363719
2.45,92.99912159605717,92.99912159605717
2.5,92.99908632289453,92.99908632289453
2.5500000000000003,92.99905037529008,92.99905037529008
2.6,92.99901375438547,92.99901375438547
2.6500000000000004,92.99897646132302,92.99897646132302
2.7,92.99893849724569,92.99893849724569
2.75,92.99889986329694,92.99889986329694
2.8000000000000003,92.99886056062064,92.99886056062064
2.85,92.99882059036103,92.99882059036103
2.9000000000000004,92.99877995366253,92.99877995366253
2.95,92.9987386516698,92.9987386516698
3.0,92.99869668552753,92.99869668552753
3.0500000000000003,92.99865405638047,92.99865405638047
