Muscle,Force_Level,ISI_Mean_ms,ISI_SD_ms,ISI_CV,Firing_Rate_Hz,Num_MUs
VL,5,140.59340046948924,16.69405960069576,0.11730712160755738,7.2466141533077515,56
VL,15,138.37286593500102,51.04967831696884,0.14740348618287002,8.437815048542902,80
VL,30,119.28340954594705,12.101774567716506,0.0987557141360752,8.901877416256312,85
VM,5,137.27354162106718,73.9551610367545,0.3651431080740866,7.558780282330657,60
VM,15,154.45564897601312,52.4445017203288,0.17659948149468335,8.386667102352776,93
VM,30,112.39421362895051,9.601661501892668,0.08769034268689445,9.365262760738545,63
