# File: VM_15.mat, Muscle: VM, Force Level: 15% MVC
# Plateau 1: 6.94s - 37.00s
# Plateau 2: 48.88s - 78.94s
# Plateau 3: 90.81s - 120.88s
# Plateau 4: 132.75s - 162.81s
# Values are spike times in seconds
Spike_Time,MU,Muscle,Force_Level,Plateau
23.60595703125,1,VM,15,1
23.6162109375,1,VM,15,1
23.8255859375,1,VM,15,1
23.866796875,1,VM,15,1
24.045703125,1,VM,15,1
24.13232421875,1,VM,15,1
24.23583984375,1,VM,15,1
24.32099609375,1,VM,15,1
24.41416015625,1,VM,15,1
24.51728515625,1,VM,15,1
24.60625,1,VM,15,1
24.7119140625,1,VM,15,1
24.80126953125,1,VM,15,1
24.89580078125,1,VM,15,1
24.974609375,1,VM,15,1
25.07353515625,1,VM,15,1
25.141796875,1,VM,15,1
25.247265625,1,VM,15,1
25.33876953125,1,VM,15,1
25.4234375,1,VM,15,1
25.509765625,1,VM,15,1
25.58349609375,1,VM,15,1
25.67802734375,1,VM,15,1
25.7640625,1,VM,15,1
25.84873046875,1,VM,15,1
25.9505859375,1,VM,15,1
26.05029296875,1,VM,15,1
26.13349609375,1,VM,15,1
26.22041015625,1,VM,15,1
26.3048828125,1,VM,15,1
26.39775390625,1,VM,15,1
26.4806640625,1,VM,15,1
26.5693359375,1,VM,15,1
26.66220703125,1,VM,15,1
26.7498046875,1,VM,15,1
26.83505859375,1,VM,15,1
26.94765625,1,VM,15,1
27.0333984375,1,VM,15,1
27.13662109375,1,VM,15,1
27.24091796875,1,VM,15,1
27.33388671875,1,VM,15,1
27.4259765625,1,VM,15,1
27.52587890625,1,VM,15,1
27.6154296875,1,VM,15,1
27.6875,1,VM,15,1
27.78056640625,1,VM,15,1
27.86728515625,1,VM,15,1
27.9677734375,1,VM,15,1
28.0544921875,1,VM,15,1
28.141796875,1,VM,15,1
28.25556640625,1,VM,15,1
28.35556640625,1,VM,15,1
28.44228515625,1,VM,15,1
28.53017578125,1,VM,15,1
28.61630859375,1,VM,15,1
28.704296875,1,VM,15,1
28.78935546875,1,VM,15,1
28.87451171875,1,VM,15,1
28.95634765625,1,VM,15,1
29.040625,1,VM,15,1
29.12607421875,1,VM,15,1
29.22041015625,1,VM,15,1
29.31240234375,1,VM,15,1
29.4009765625,1,VM,15,1
29.48349609375,1,VM,15,1
29.57177734375,1,VM,15,1
29.662109375,1,VM,15,1
29.7626953125,1,VM,15,1
29.848046875,1,VM,15,1
29.94267578125,1,VM,15,1
30.03544921875,1,VM,15,1
30.12802734375,1,VM,15,1
30.224609375,1,VM,15,1
30.31328125,1,VM,15,1
30.401171875,1,VM,15,1
30.48681640625,1,VM,15,1
30.5734375,1,VM,15,1
30.67802734375,1,VM,15,1
30.759375,1,VM,15,1
30.8439453125,1,VM,15,1
30.9369140625,1,VM,15,1
31.03251953125,1,VM,15,1
31.42958984375,1,VM,15,1
31.53154296875,1,VM,15,1
31.6232421875,1,VM,15,1
32.09453125,1,VM,15,1
32.19453125,1,VM,15,1
32.276953125,1,VM,15,1
32.3669921875,1,VM,15,1
32.45625,1,VM,15,1
32.54443359375,1,VM,15,1
32.64521484375,1,VM,15,1
32.73203125,1,VM,15,1
32.82919921875,1,VM,15,1
32.92900390625,1,VM,15,1
33.01689453125,1,VM,15,1
33.12099609375,1,VM,15,1
33.22392578125,1,VM,15,1
33.3080078125,1,VM,15,1
33.397265625,1,VM,15,1
33.488671875,1,VM,15,1
33.57490234375,1,VM,15,1
33.66796875,1,VM,15,1
33.76611328125,1,VM,15,1
33.8576171875,1,VM,15,1
33.9552734375,1,VM,15,1
34.04541015625,1,VM,15,1
34.14443359375,1,VM,15,1
34.245703125,1,VM,15,1
34.34384765625,1,VM,15,1
34.44111328125,1,VM,15,1
34.5513671875,1,VM,15,1
34.65888671875,1,VM,15,1
34.7693359375,1,VM,15,1
34.8669921875,1,VM,15,1
34.97822265625,1,VM,15,1
35.07998046875,1,VM,15,1
35.1658203125,1,VM,15,1
35.28427734375,1,VM,15,1
35.3857421875,1,VM,15,1
35.49111328125,1,VM,15,1
35.5826171875,1,VM,15,1
35.67568359375,1,VM,15,1
35.77607421875,1,VM,15,1
35.8888671875,1,VM,15,1
35.994140625,1,VM,15,1
36.1146484375,1,VM,15,1
36.2337890625,1,VM,15,1
36.33759765625,1,VM,15,1
36.45234375,1,VM,15,1
36.55556640625,1,VM,15,1
36.6591796875,1,VM,15,1
36.77734375,1,VM,15,1
36.9046875,1,VM,15,1
7.030859375,2,VM,15,1
7.1671875,2,VM,15,1
7.245703125,2,VM,15,1
7.3138671875,2,VM,15,1
7.39130859375,2,VM,15,1
7.474609375,2,VM,15,1
7.63837890625,2,VM,15,1
7.71611328125,2,VM,15,1
7.84423828125,2,VM,15,1
7.91298828125,2,VM,15,1
7.98173828125,2,VM,15,1
8.0365234375,2,VM,15,1
8.17451171875,2,VM,15,1
8.24306640625,2,VM,15,1
8.308203125,2,VM,15,1
8.37421875,2,VM,15,1
8.440234375,2,VM,15,1
8.5087890625,2,VM,15,1
8.58447265625,2,VM,15,1
8.66142578125,2,VM,15,1
8.73623046875,2,VM,15,1
8.809375,2,VM,15,1
8.8935546875,2,VM,15,1
8.96845703125,2,VM,15,1
9.04453125,2,VM,15,1
9.10458984375,2,VM,15,1
9.4298828125,2,VM,15,1
9.49296875,2,VM,15,1
9.88642578125,2,VM,15,1
10.08388671875,2,VM,15,1
10.20712890625,2,VM,15,1
10.26845703125,2,VM,15,1
10.342578125,2,VM,15,1
10.41630859375,2,VM,15,1
10.49521484375,2,VM,15,1
10.64091796875,2,VM,15,1
10.70673828125,2,VM,15,1
10.77236328125,2,VM,15,1
10.9154296875,2,VM,15,1
11.037109375,2,VM,15,1
11.10302734375,2,VM,15,1
11.17041015625,2,VM,15,1
11.243359375,2,VM,15,1
11.312890625,2,VM,15,1
11.39072265625,2,VM,15,1
11.456640625,2,VM,15,1
11.53935546875,2,VM,15,1
11.7423828125,2,VM,15,1
11.80361328125,2,VM,15,1
11.8666015625,2,VM,15,1
12.00185546875,2,VM,15,1
12.06123046875,2,VM,15,1
12.131640625,2,VM,15,1
12.32099609375,2,VM,15,1
12.39130859375,2,VM,15,1
12.59140625,2,VM,15,1
12.6619140625,2,VM,15,1
12.733984375,2,VM,15,1
12.803125,2,VM,15,1
12.86748046875,2,VM,15,1
13.00732421875,2,VM,15,1
13.07001953125,2,VM,15,1
13.21552734375,2,VM,15,1
13.28408203125,2,VM,15,1
13.3478515625,2,VM,15,1
13.41572265625,2,VM,15,1
13.48212890625,2,VM,15,1
13.768359375,2,VM,15,1
13.832421875,2,VM,15,1
14.0416015625,2,VM,15,1
14.18818359375,2,VM,15,1
14.2560546875,2,VM,15,1
14.32998046875,2,VM,15,1
14.4109375,2,VM,15,1
14.482421875,2,VM,15,1
14.57021484375,2,VM,15,1
14.64306640625,2,VM,15,1
14.81103515625,2,VM,15,1
14.88994140625,2,VM,15,1
14.96875,2,VM,15,1
15.051171875,2,VM,15,1
15.137890625,2,VM,15,1
15.21025390625,2,VM,15,1
15.278125,2,VM,15,1
15.34423828125,2,VM,15,1
15.4099609375,2,VM,15,1
15.477734375,2,VM,15,1
15.5419921875,2,VM,15,1
15.67333984375,2,VM,15,1
15.74072265625,2,VM,15,1
15.812109375,2,VM,15,1
15.88349609375,2,VM,15,1
16.023828125,2,VM,15,1
16.10361328125,2,VM,15,1
16.17041015625,2,VM,15,1
16.24326171875,2,VM,15,1
16.38818359375,2,VM,15,1
16.59658203125,2,VM,15,1
16.66484375,2,VM,15,1
16.74189453125,2,VM,15,1
16.8951171875,2,VM,15,1
16.963671875,2,VM,15,1
17.0376953125,2,VM,15,1
17.18759765625,2,VM,15,1
17.2546875,2,VM,15,1
17.325,2,VM,15,1
17.40087890625,2,VM,15,1
17.6015625,2,VM,15,1
17.66689453125,2,VM,15,1
17.739453125,2,VM,15,1
17.82236328125,2,VM,15,1
17.894921875,2,VM,15,1
17.96611328125,2,VM,15,1
18.02607421875,2,VM,15,1
18.0984375,2,VM,15,1
18.17783203125,2,VM,15,1
18.3287109375,2,VM,15,1
18.4056640625,2,VM,15,1
18.4826171875,2,VM,15,1
18.56025390625,2,VM,15,1
18.62470703125,2,VM,15,1
18.70361328125,2,VM,15,1
18.9052734375,2,VM,15,1
18.97509765625,2,VM,15,1
19.04169921875,2,VM,15,1
19.11533203125,2,VM,15,1
19.25849609375,2,VM,15,1
19.3365234375,2,VM,15,1
19.42861328125,2,VM,15,1
19.4919921875,2,VM,15,1
19.56083984375,2,VM,15,1
19.70654296875,2,VM,15,1
19.7755859375,2,VM,15,1
19.84638671875,2,VM,15,1
20.06015625,2,VM,15,1
20.2212890625,2,VM,15,1
20.36826171875,2,VM,15,1
20.52353515625,2,VM,15,1
20.59248046875,2,VM,15,1
20.7515625,2,VM,15,1
20.82958984375,2,VM,15,1
20.896484375,2,VM,15,1
20.98291015625,2,VM,15,1
21.0712890625,2,VM,15,1
21.142578125,2,VM,15,1
21.301171875,2,VM,15,1
21.448828125,2,VM,15,1
21.5162109375,2,VM,15,1
21.7306640625,2,VM,15,1
21.86748046875,2,VM,15,1
21.94658203125,2,VM,15,1
22.01318359375,2,VM,15,1
22.220703125,2,VM,15,1
22.29052734375,2,VM,15,1
22.36328125,2,VM,15,1
22.43681640625,2,VM,15,1
22.49931640625,2,VM,15,1
22.5728515625,2,VM,15,1
22.64091796875,2,VM,15,1
22.719921875,2,VM,15,1
22.79892578125,2,VM,15,1
22.866796875,2,VM,15,1
22.94609375,2,VM,15,1
23.02587890625,2,VM,15,1
23.0994140625,2,VM,15,1
23.17587890625,2,VM,15,1
23.25146484375,2,VM,15,1
23.59599609375,2,VM,15,1
23.65693359375,2,VM,15,1
23.73291015625,2,VM,15,1
23.88955078125,2,VM,15,1
23.97099609375,2,VM,15,1
24.05908203125,2,VM,15,1
24.1376953125,2,VM,15,1
24.6224609375,2,VM,15,1
24.70146484375,2,VM,15,1
24.78203125,2,VM,15,1
24.85673828125,2,VM,15,1
24.93408203125,2,VM,15,1
25.01162109375,2,VM,15,1
25.16279296875,2,VM,15,1
25.24306640625,2,VM,15,1
25.4107421875,2,VM,15,1
25.553125,2,VM,15,1
25.63291015625,2,VM,15,1
25.712890625,2,VM,15,1
25.79580078125,2,VM,15,1
25.8892578125,2,VM,15,1
26.04541015625,2,VM,15,1
26.20224609375,2,VM,15,1
26.277734375,2,VM,15,1
26.36708984375,2,VM,15,1
26.43447265625,2,VM,15,1
26.5181640625,2,VM,15,1
26.67978515625,2,VM,15,1
27.14873046875,2,VM,15,1
27.241796875,2,VM,15,1
27.4021484375,2,VM,15,1
27.48193359375,2,VM,15,1
27.64716796875,2,VM,15,1
27.71611328125,2,VM,15,1
27.7873046875,2,VM,15,1
27.86572265625,2,VM,15,1
27.94619140625,2,VM,15,1
28.17880859375,2,VM,15,1
28.26591796875,2,VM,15,1
28.34765625,2,VM,15,1
28.42353515625,2,VM,15,1
28.5029296875,2,VM,15,1
28.669921875,2,VM,15,1
28.8240234375,2,VM,15,1
28.90009765625,2,VM,15,1
28.978125,2,VM,15,1
29.04951171875,2,VM,15,1
29.12265625,2,VM,15,1
29.20458984375,2,VM,15,1
29.36005859375,2,VM,15,1
29.51875,2,VM,15,1
29.59267578125,2,VM,15,1
29.74716796875,2,VM,15,1
29.90693359375,2,VM,15,1
29.98603515625,2,VM,15,1
30.0693359375,2,VM,15,1
30.14794921875,2,VM,15,1
30.3197265625,2,VM,15,1
30.39658203125,2,VM,15,1
30.47041015625,2,VM,15,1
30.54365234375,2,VM,15,1
30.628125,2,VM,15,1
30.7123046875,2,VM,15,1
30.784375,2,VM,15,1
30.85341796875,2,VM,15,1
30.92763671875,2,VM,15,1
31.01005859375,2,VM,15,1
31.09208984375,2,VM,15,1
31.17275390625,2,VM,15,1
31.25224609375,2,VM,15,1
31.494140625,2,VM,15,1
31.56630859375,2,VM,15,1
31.6482421875,2,VM,15,1
31.97998046875,2,VM,15,1
32.06845703125,2,VM,15,1
32.1541015625,2,VM,15,1
32.23037109375,2,VM,15,1
32.30126953125,2,VM,15,1
32.38505859375,2,VM,15,1
32.46171875,2,VM,15,1
32.53603515625,2,VM,15,1
32.61328125,2,VM,15,1
32.6884765625,2,VM,15,1
32.83994140625,2,VM,15,1
33.009765625,2,VM,15,1
33.0931640625,2,VM,15,1
33.16328125,2,VM,15,1
33.2462890625,2,VM,15,1
33.31533203125,2,VM,15,1
33.39384765625,2,VM,15,1
33.54501953125,2,VM,15,1
33.61240234375,2,VM,15,1
33.789453125,2,VM,15,1
33.86259765625,2,VM,15,1
33.9451171875,2,VM,15,1
34.01337890625,2,VM,15,1
34.09970703125,2,VM,15,1
34.166015625,2,VM,15,1
34.25615234375,2,VM,15,1
34.34287109375,2,VM,15,1
34.4224609375,2,VM,15,1
34.5009765625,2,VM,15,1
34.578125,2,VM,15,1
34.92060546875,2,VM,15,1
35.0009765625,2,VM,15,1
35.4001953125,2,VM,15,1
35.48447265625,2,VM,15,1
35.56142578125,2,VM,15,1
35.64541015625,2,VM,15,1
35.72353515625,2,VM,15,1
35.8013671875,2,VM,15,1
36.064453125,2,VM,15,1
36.147265625,2,VM,15,1
36.3005859375,2,VM,15,1
36.46748046875,2,VM,15,1
36.55322265625,2,VM,15,1
36.71484375,2,VM,15,1
36.90029296875,2,VM,15,1
36.99365234375,2,VM,15,1
6.98095703125,3,VM,15,1
7.0509765625,3,VM,15,1
7.1265625,3,VM,15,1
7.20576171875,3,VM,15,1
7.2845703125,3,VM,15,1
7.35966796875,3,VM,15,1
7.51953125,3,VM,15,1
7.701171875,3,VM,15,1
7.861328125,3,VM,15,1
7.94609375,3,VM,15,1
8.315625,3,VM,15,1
8.3919921875,3,VM,15,1
8.46943359375,3,VM,15,1
8.53984375,3,VM,15,1
8.62197265625,3,VM,15,1
8.77998046875,3,VM,15,1
8.85439453125,3,VM,15,1
9.0212890625,3,VM,15,1
9.09072265625,3,VM,15,1
9.3115234375,3,VM,15,1
9.38056640625,3,VM,15,1
9.45126953125,3,VM,15,1
9.74970703125,3,VM,15,1
9.8142578125,3,VM,15,1
9.88896484375,3,VM,15,1
10.2333984375,3,VM,15,1
10.70078125,3,VM,15,1
10.92578125,3,VM,15,1
11.001953125,3,VM,15,1
11.075,3,VM,15,1
11.15283203125,3,VM,15,1
11.535546875,3,VM,15,1
12.10185546875,3,VM,15,1
12.16806640625,3,VM,15,1
12.2404296875,3,VM,15,1
12.59775390625,3,VM,15,1
12.96728515625,3,VM,15,1
13.92587890625,3,VM,15,1
14.14873046875,3,VM,15,1
14.5541015625,3,VM,15,1
14.71376953125,3,VM,15,1
14.894921875,3,VM,15,1
15.06728515625,3,VM,15,1
15.14453125,3,VM,15,1
15.387109375,3,VM,15,1
15.46611328125,3,VM,15,1
15.53466796875,3,VM,15,1
15.8984375,3,VM,15,1
15.984375,3,VM,15,1
16.05908203125,3,VM,15,1
16.22529296875,3,VM,15,1
16.302734375,3,VM,15,1
16.98701171875,3,VM,15,1
17.068359375,3,VM,15,1
